id,year,award,prefix,name,gender,place,state,stateClass,indiaClass,area,areaClass
4193,2015,Padma Shri,Shri,N. Purushothama Mallaya,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1875,1987,Padma Bhushan,Smt.,Nalapat Balamani Amma,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3646,2011,Padma Vibhushan,Prof.,O.N.V.,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2391,1998,Padma Shri,Shri,Ottaplakkal Neelakanta Velu Kurup,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2779,2003,Padma Bhushan,Shri,Ottupulakkal Velukkuty Vijayan,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2925,2004,Padma Shri,Shri,P.,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3824,2012,Padma Shri,Ms.,Pepita,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1159,1973,Padma Bhushan,Shri,Pothen,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
556,1967,Padma Shri,Dr.,Puthenpurayil Mathew Joseph,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3134,2006,Padma Shri,Smt.,Sugatha,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1738,1984,Padma Shri,Shri,Suranad P.N. Kunjan Pillai,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1765,1985,Padma Bhushan,Shri,Thakazhi Sivasankara Pillai,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1268,1974,Padma Shri,Father,Thomas V. Kunnunkal,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1595,1982,Padma Shri,Shri,Vaikom Muhammad Basheer,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
32,1954,Padma Bhushan,Shri,Vallathol Narayan Menon,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3328,2008,Padma Shri,Dr.,Vellayani,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
4075,2014,Padma Shri,Prof.,Vishnu Narayanan Namboodiri,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3468,2009,Padma Shri,Shri,Abhay Chhajlani,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2441,1999,Padma Shri,Dr.,Bashir Badr,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1078,1972,Padma Shri,Shri,Bhawani Prasad Tiwari,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
3602,2010,Padma Shri,Prof.,Govind Chandra Pande,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
252,1961,Padma Bhushan,Seth,Govind Das,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
4147,2015,Padma Shri,Dr.,Gyan Chaturvedi,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1793,1985,Padma Shri,Shri,Hari Shankar Parsai,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1092,1972,Padma Shri,Shri,Jagan Nath Krishan Kate,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2291,1992,Padma Shri,Prof.,Laxmi Narayan Dubey,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
806,1970,Padma Shri,Miss,Lilian G. Lutter,Female,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
354,1963,Padma Bhushan,Pandit,Makhanlal,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2823,2003,Padma Shri,Shri,Manzoor,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2990,2005,Padma Shri,Ms.,Mehrunnisa,Female,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
512,1966,Padma Shri,Shri,Rajeshwar Nath Zutshi,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2194,1991,Padma Shri,Shri,Ramanarayan,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2874,2004,Padma Shri,Dr.,Ramesh Chandra Shah,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1262,1974,Padma Shri,Dr.,Shiv Mangal Singh Summan,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2428,1999,Padma Bhushan,Dr.,Shivmangal Singh Suman,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
156,1958,Padma Bhushan,Shri,Surya Narayan Vyas,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1131,1972,Padma Shri,Shri,Vedakantara Subramania Krishnan,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
874,1971,Padma Bhushan,Dr.,Veni Shankar Jha,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
3865,2012,Padma Shri,Shri,Vijay Dutt Shridhar,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
490,1966,Padma Bhushan,Shri,Vinayak Sitaram Sarwate,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2042,1990,Padma Shri,Guru,Aribam Surchand Sharma,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
1789,1985,Padma Shri,Shri,Ashangbam Minaketan Singh,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
940,1971,Padma Shri,Shri,Chinganbam Kalachand Shastri,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
2528,2000,Padma Shri,Shri,Elangbam Nilakanta Singh,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
1898,1987,Padma Shri,Shri,Khelchandra Singh Ningthoukhongjam,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
1450,1976,Padma Shri,Smt.,Maharaj K. Binodini Devi,Female,Manipur,Manipur,manipur,india,Literature and Education,literature-education
2273,1992,Padma Shri,Dr.,Moirangtham Kirti Singh,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
2461,1999,Padma Shri,Shri,Rajkumar Jhalajit Singh,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
4102,2014,Padma Shri,Shri,Waikhom Gojen Meetei,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
3594,2010,Padma Shri,Ms.,Bertha Gyndykes Dkhar,Female,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
1508,1977,Padma Shri,Smt.,Evelyn Norah Shullai,Female,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
2897,2004,Padma Shri,Prof.,Hamlet Bareh Ngapkynta,Male,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
3011,2005,Padma Shri,Shri,Manas,Male,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
2964,2005,Padma Bhushan,Prof.,Mrinal,Male,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
3755,2011,Padma Shri,Smt.,Buangi Sailo,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
4080,2014,Padma Shri,Shri,Chhakchhuak Chhuanvawra,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2998,2005,Padma Shri,Prof.,Darchhawna,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3952,2013,Padma Shri,Shri,J.,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1797,1985,Padma Shri,Shri,James,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1906,1987,Padma Shri,Smt.,Khawlkungi,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3148,2007,Padma Bhushan,Capt.,L.Z.,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2403,1998,Padma Shri,Smt.,Lalsangzuali,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3487,2009,Padma Shri,Shri,Lalthangfala,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3099,2006,Padma Shri,Prof.,Laltluangliana,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3625,2010,Padma Shri,Shri,Lalzuia,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1858,1986,Padma Shri,Smt.,Nuchhungi,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2535,2000,Padma Shri,Shri,Pahlira Sena Chawngthu,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2190,1991,Padma Shri,Shri,R.K.,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3830,2012,Padma Shri,Prof.,Ralte L. Thanmawia,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1728,1984,Padma Shri,Shri,Mayangnokcha,Male,Nagaland,Nagaland,nagaland,india,Literature and Education,literature-education
2824,2003,Padma Shri,Shri,Nokdenlemba,Male,Nagaland,Nagaland,nagaland,india,Literature and Education,literature-education
227,1960,Padma Shri,Dr.,Artaballav Mohanti,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1839,1986,Padma Shri,Shri,Binode Kanungo,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1524,1981,Padma Bhushan,Shri,Gopi Nath Mohanty,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
4297,2016,Padma Shri,Shri,Haladhar Nag,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
4297,2017,Padma Shri,Shri,Haladhar Nag,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3481,2009,Padma Shri,Shri,Jayanta,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
887,1971,Padma Bhushan,Shri,Kalindi Charan Panigrahi,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1407,1976,Padma Shri,Dr.,Krishna Chandra Panigrahi,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
76,1955,Padma Shri,Shri,Laxmi Narayan Sahu,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
575,1967,Padma Shri,Shri,Mayadhar,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
265,1961,Padma Shri,Dr.,Parsuram,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
56,1955,Padma Bhushan,Dr.,Pran Krushna Parija,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3181,2007,Padma Shri,Dr. (Smt.),Pratibha,Female,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2083,1990,Padma Shri,Shri,Radha Mohan Gadanayak,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
616,1968,Padma Bhushan,Shri,Radhanath,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3070,2006,Padma Bhushan,Shri,Ramakanta,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1296,1974,Padma Shri,Shri,Satyanarayan,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2763,2003,Padma Bhushan,Dr.,Sitakant,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3644,2011,Padma Vibhushan,Dr.,Sitakant,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
338,1962,Padma Shri,Shri,Sochi Raut Roy,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3326,2008,Padma Shri,Dr.,Srinivas,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2204,1991,Padma Shri,Shri,Surendra,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2016,1990,Padma Bhushan,Prof.,Trilochan,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3460,2009,Padma Shri,Prof.,Jalees Ahmed Khan Tareen,Male,Puducherry,Puducherry,puducherry,india,Literature and Education,literature-education
2647,2001,Padma Shri,Shri,Manoj,Male,Puducherry,Puducherry,puducherry,india,Literature and Education,literature-education
1764,1985,Padma Bhushan,Shri,T. Purushottamdas Luhar Sundaram,Male,Puducherry,Puducherry,puducherry,india,Literature and Education,literature-education
932,1971,Padma Shri,Shri,Abdul Haye alias Sahir Ludhianvi,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
4229,2016,Padma Bhushan,Dr.,Barjinder Singh Hamdard,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
4229,2017,Padma Bhushan,Dr.,Barjinder Singh Hamdard,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
478,1966,Padma Bhushan,Dr.,Bhai Jodh Singh,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2884,2004,Padma Shri,Dr.(Smt.),Dalip Kaur Tiwana,Female,Punjab,Punjab,punjab,india,Literature and Education,literature-education
815,1970,Padma Shri,Shri,Din Dayal,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1674,1984,Padma Bhushan,Dr.,Ganda Singh,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1755,1985,Padma Bhushan,Prof.,Gurbachan Singh Talib,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2381,1998,Padma Shri,Prof.,Gurdial Singh,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1380,1976,Padma Vibhushan,Giani,Gurmukh Singh Musafir,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1248,1974,Padma Bhushan,Shri,Khushwant,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1327,1975,Padma Bhushan,Prof.,Kirpal Singh Narang,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
953,1971,Padma Shri,Shri,Labhu Ram Josh Malsiani,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
730,1969,Padma Shri,Shri,Mahendra Nath Kapur,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
24,1954,Padma Bhushan,Shri,Moulana Hussain Ahmad Madni,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1700,1984,Padma Shri,Dr.,Sadhu Singh Hamdard,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1890,1987,Padma Shri,Prof.,Sant Singh Sekhon,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2156,1991,Padma Shri,Dr.,Sardar,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
3816,2012,Padma Shri,Dr.,Surjit Singh Patar,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2090,1990,Padma Shri,Shri,Vijay Kumar Chopra,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
84,1956,Padma Bhushan,Bhai,Vir,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
853,1970,Padma Shri,Shri,Weer Rajendra Rishi,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
783,1970,Padma Bhushan,Shri,Yashpal,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
3543,2010,Padma Bhushan,Shri,Anil Bordia,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3686,2011,Padma Shri,Dr.,Chandra Prakash Deval,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1568,1982,Padma Bhushan,Shri,Jhabar Mall Sharma,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
463,1965,Padma Shri,Shri,John Travere Mends Gibson,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1658,1983,Padma Shri,Shri,Komal,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
406,1964,Padma Shri,Shri,Krishna Chandra Shukla,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1742,1984,Padma Shri,Smt.,Lakshmi Kumari Chundawat,Female,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
267,1961,Padma Shri,Shri,Muni Jin Vijayji,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
149,1958,Padma Bhushan,Prof.,Poola Tirupati Raju,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
79,1955,Padma Shri,Smt.,Rattan,Female,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1506,1977,Padma Shri,Shri,Sita Ram Lalas,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
102,1956,Padma Shri,Dr.,Suryya Kumar Bhuyan,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3247,2007,Padma Shri,Shri,Vijai Dan Detha,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3057,2006,Padma Bhushan,Prof.,Vijay Shankar Vyas,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3006,2005,Padma Shri,Shri,Gadul Singh Lama (Sanu Lama),Male,Sikkim,Sikkim,sikkim,india,Literature and Education,literature-education
3845,2012,Padma Shri,Shri,Kedar,Male,Sikkim,Sikkim,sikkim,india,Literature and Education,literature-education
3492,2009,Padma Shri,Shri,Norden Tshering Bhutia,Male,Sikkim,Sikkim,sikkim,india,Literature and Education,literature-education
1167,1973,Padma Shri,Dr.,Bhoi Bheemanna,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2565,2001,Padma Bhushan,Dr.,Boyi Bhimanna,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2659,2002,Padma Vibhushan,Dr.,Chakravarthi Rangarajan,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2849,2004,Padma Bhushan,Dr. (Prof.),Chennamaneni Hanumantha Rao,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
1482,1977,Padma Shri,Dr.,Cingireddy Narayana Reddy,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2236,1992,Padma Bhushan,Prof.,Cingireddy Narayana Reddy,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
1153,1973,Padma Bhushan,Shri,Harindranath Chattopadhyaya,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2655,2001,Padma Shri,Smt.,Jeelani,Female,Telangana,Telangana,telangana,india,Literature and Education,literature-education
4067,2014,Padma Shri,Prof.,Kolakaluri,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
3233,2007,Padma Shri,Shri,Mujtaba,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
3715,2011,Padma Shri,Prof.,Pullella Sri Rama Chandrudu,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
4226,2016,Padma Vibhushan,Shri,Ramoji,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
4226,2017,Padma Vibhushan,Shri,Ramoji,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
515,1966,Padma Shri,Shri,Sayyid Ahmadullah Qadri,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2132,1991,Padma Shri,Dr. (Ms.),Shareefunnisa Begum Ansari,Female,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2577,2001,Padma Bhushan,Prof.,Shiv Kumar Kumar,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
1766,1985,Padma Bhushan,Shri,Vuppuluri Ganapathi Sastry,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
3708,2011,Padma Shri,Prof.,D. D. Sharma,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
3842,2012,Padma Shri,Shri,Irwin Allan Sealy,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
1723,1984,Padma Shri,Shri,John Arthur King Martyn,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2024,1990,Padma Bhushan,Shri,Kunwar Singh Negi,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2918,2004,Padma Shri,Shri,Leeladhar,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2463,1999,Padma Shri,Shri,Ruskin,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
4010,2014,Padma Bhushan,Shri,Ruskin,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
3215,2007,Padma Shri,Prof. (Dr.),Shekhar,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
105,1956,Padma Shri,Shri,Sukhdev,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2447,1999,Padma Shri,Dr.,Rehmath Beegum Sailaniyoda,Male,Andaman & Nicobar,Andaman & Nicobar,andaman-nicobar,india,Medicine,medicine
1693,1984,Padma Shri,Dr.,Awadhesh Prasad Pandey,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
1404,1976,Padma Shri,Dr.,Bhikhubhai Khushalbhai Naik,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
796,1970,Padma Shri,Dr.,Cuddalore Subramania Chetty Sadasivan,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
264,1961,Padma Shri,Dr. (Smt.),Hilda Mary Lazarus,Female,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
291,1962,Padma Bhushan,Col.,Mahankali Seetharama Rao,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
4259,2016,Padma Shri,Dr.,Nayudamma,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
4259,2017,Padma Shri,Dr.,Nayudamma,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
1914,1988,Padma Bhushan,Prof. (Dr.),Pratury Tirumala Rao,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
748,1969,Padma Shri,Shri,Vulimiri,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
34,1954,Padma Shri,Dr.,Mathra,Male,Assam,Assam,assam,india,Medicine,medicine
2272,1992,Padma Shri,Dr.,Mathura Nath Bhattacharyya,Male,Assam,Assam,assam,india,Medicine,medicine
1699,1984,Padma Shri,Dr.,Mukti Prasad Gogoi,Male,Assam,Assam,assam,india,Medicine,medicine
360,1963,Padma Shri,Dr.,Nani Chandra Bordoloi,Male,Assam,Assam,assam,india,Medicine,medicine
1627,1983,Padma Shri,Dr.,Nekibuz,Male,Assam,Assam,assam,india,Medicine,medicine
868,1971,Padma Bhushan,Dr.,Bishnupada Mukhopadhyaya,Male,Bihar,Bihar,bihar,india,Medicine,medicine
1571,1982,Padma Shri,Dr.,Chandreshwar Prasad Thakur,Male,Bihar,Bihar,bihar,india,Medicine,medicine
295,1962,Padma Bhushan,Dr.,Dukhan Ram,Male,Bihar,Bihar,bihar,india,Medicine,medicine
2870,2004,Padma Shri,Dr.,Gopal Prasad Sinha,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3314,2008,Padma Shri,Dr.,Indu Bhushan Sinha,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3806,2012,Padma Shri,Dr.,Jitendra Kumar Singh,Male,Bihar,Bihar,bihar,india,Medicine,medicine
1257,1974,Padma Shri,Dr.,Lala Suraj Nandan Prasad,Male,Bihar,Bihar,bihar,india,Medicine,medicine
4030,2014,Padma Shri,Dr.,Mohan,Male,Bihar,Bihar,bihar,india,Medicine,medicine
391,1964,Padma Bhushan,Prof.,Mohd. Abdul Hai,Male,Bihar,Bihar,bihar,india,Medicine,medicine
4153,2015,Padma Shri,Dr.,Narendra,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3579,2010,Padma Shri,Dr.,Rabindra Narain Singh,Male,Bihar,Bihar,bihar,india,Medicine,medicine
299,1962,Padma Bhushan,Dr.,Raghunath,Male,Bihar,Bihar,bihar,india,Medicine,medicine
495,1966,Padma Shri,Dr.,Robert Breocklesby Davis,Male,Bihar,Bihar,bihar,india,Medicine,medicine
1632,1983,Padma Shri,Dr.,Shishupal,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3341,2008,Padma Shri,Prof. (Dr.),Shyam Narayan Arya,Male,Bihar,Bihar,bihar,india,Medicine,medicine
2801,2003,Padma Shri,Dr.,Vijay Prakash Singh,Male,Bihar,Bihar,bihar,india,Medicine,medicine
2262,1992,Padma Shri,Dr. (Smt.),Amrit Tewari,Female,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
3212,2007,Padma Shri,Prof. (Dr.),Harpinder Singh Chawla,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
3281,2008,Padma Bhushan,Prof. (Dr.),Jagjit Singh Chopra,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
3044,2006,Padma Bhushan,Dr.,Kewal Krishan Talwar,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
2511,2000,Padma Shri,Dr.,Kirpal Singh Chugh,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1628,1983,Padma Shri,Dr.,Purshottam Lal Wahi,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1577,1982,Padma Shri,Dr.,Raj Vir Singh Yadav,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1056,1972,Padma Shri,Dr. (Mrs.),Sant,Female,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1902,1987,Padma Shri,Shri,Vaidya Amar Nath Shastri,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
4162,2015,Padma Shri,Dr.,Yogesh,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
2867,2004,Padma Shri,Dr.,Arun Trimbak Dabke,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Medicine,medicine
3698,2011,Padma Shri,Dr.,Pukhraj,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Medicine,medicine
3815,2012,Padma Shri,Dr.,Shrinivas S. Vaishya,Male,Daman & Diu,Daman & Diu,daman-diu,india,Medicine,medicine
862,1971,Padma Vibhushan,Dr.,Vithalrao Nagesh Shirodkar,Male,Goa,Goa,goa,india,Medicine,medicine
1552,1981,Padma Shri,Smt.,Bakulaben Motibhai Patel,Female,Gujarat,Gujarat,gujarat,india,Medicine,medicine
97,1956,Padma Shri,Dr.,Chintaman Govind Pandit,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4148,2015,Padma Shri,Dr.,Hargovind Laxmishankar Trivedi,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4025,2014,Padma Shri,Dr.,Kiritkumar Mansukhlal Acharya,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
1341,1975,Padma Shri,Dr.,Reuben,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4268,2016,Padma Shri,Dr.,Sudhir Vadilal Shah,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4268,2017,Padma Shri,Dr.,Sudhir Vadilal Shah,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4179,2015,Padma Shri,Prof.(Dr.),Tejas Madhusudan Patel,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
1928,1988,Padma Shri,Dr.,Vithalbhai Chhotabhai Patel,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4016,2014,Padma Shri,Dr.,Amod Gupta,Male,Haryana,Haryana,haryana,india,Medicine,medicine
