id,year,award,prefix,name,gender,place,state,stateClass,indiaClass,area,areaClass
2484,2000,Padma Vibhushan,Shri,Sikander,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
2662,2002,Padma Vibhushan,Shri,Soli Jehangir Sorabjee,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
4126,2015,Padma Bhushan,Dr.,Subhash C. Kashyap,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
2974,2005,Padma Bhushan,Shri,Syed Mir Qasim,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
3200,2007,Padma Shri,Dr.(Ms.),Syeda Saiyidain Hameed,Female,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
1945,1988,Padma Shri,Shri,Valmiki,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
2745,2002,Padma Shri,Shri,Viresh Pratap Chaudhry,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
2491,2000,Padma Bhushan,Maulana,Wahiduddin,Male,Delhi,Delhi,delhi,india,Public Affairs,public-affairs
2348,1997,Bharat Ratna,Dr.,A.P.J. Abdul Kalam,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1272,1974,Padma Shri,Shri,Achyut Purshottam Kanvinde,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1559,1982,Padma Bhushan,Dr.,Ajit Ram Verma,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
18,1954,Padma Bhushan,Shri,Ajudhia Nath Khosla,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2721,2002,Padma Shri,Prof.,Amitav Mallik,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2690,2002,Padma Shri,Dr.,Apathukatha Sivathanu Pillai,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3882,2013,Padma Bhushan,Dr.,Apathukatha Sivathanu Pillai,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1608,1983,Padma Bhushan,Prof.,Arun Kumar Sharma,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1956,1989,Padma Bhushan,Dr.,Ashes Prosad Mitra,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3285,2008,Padma Bhushan,Prof.,Asis Datta,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1403,1976,Padma Shri,Dr.,Atmaram Bhairav Joshi,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3944,2013,Padma Shri,Shri,Avinash Chander,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1998,1990,Padma Vibhushan,Dr.,Avul Pakir Jainulabdeen Abdul Kalam,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2765,2003,Padma Bhushan,Prof.,Bagicha Singh Minhas,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
162,1958,Padma Shri,Dr.,Benjamin Peary Pal,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2014,1990,Padma Bhushan,Prof.,Bimal Kumar Bachhawat,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
4021,2014,Padma Shri,Dr.,Brahma Singh,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2493,2000,Padma Bhushan,Prof.,Braj Basi Lal,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
599,1968,Padma Bhushan,Dr.,Calyampudi Radhakrishna Rao,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1142,1973,Padma Vibhushan,Dr.,Daulat Sinyh Kothari,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3218,2007,Padma Shri,Prof.,Dilip Biswas,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2978,2005,Padma Shri,Dr.,Dipankar Banerjee,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3259,2008,Padma Vibhushan,Dr.,E. Sreedharan,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3392,2009,Padma Bhushan,Dr.,G.S. Randhawa,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1561,1982,Padma Bhushan,Dr.,Grace L.Mc Cann Morley,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
72,1955,Padma Shri,Shri,Habib-ur Rahman,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1246,1974,Padma Bhushan,Shri,Habibur Rahman,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
913,1971,Padma Shri,Dr.,Harbhajan Singh,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1533,1981,Padma Shri,Dr.,Hari Krishan Jain,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2452,1999,Padma Shri,Prof. (Smt.),Indira,Female,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3547,2010,Padma Bhushan,Shri,Jagdish Chandra Kapur,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1796,1985,Padma Shri,Shri,Jai Rattan Bhalla,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2311,1992,Padma Shri,Shri,Joseph Allen Stein,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1501,1977,Padma Shri,Shri,Jugal Kishore Chowdhury,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3340,2008,Padma Shri,Prof. (Dr.),Kasturi Lal Chopra,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3231,2007,Padma Shri,Shri,Kiran Sharadchandra Karnik,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3809,2012,Padma Shri,Dr.,Krishan Lal Chadha,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2435,1999,Padma Bhushan,Shri,Krishnamurthy,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3933,2013,Padma Shri,Prof.,Krishnaswamy,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
168,1958,Padma Shri,Shri,Lakshminarayana Puram Ananthakrishnan Ramdas,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
268,1961,Padma Shri,Prof.,M.G.K.,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
648,1968,Padma Shri,Shri,Man Sinh Mahobat Sinh Rana,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1041,1972,Padma Bhushan,Shri,Mandagere Bharadwaj Ramachandra Rao,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3149,2007,Padma Bhushan,Dr. (Smt.),Manju,Female,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2822,2003,Padma Shri,Shri,Manthiram,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1952,1989,Padma Vibhushan,Dr.,Monkombu S. Swaminathan,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
4151,2015,Padma Shri,Dr.,N.,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2167,1991,Padma Shri,Prof.,Narinder Kumar Gupta,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1957,1989,Padma Bhushan,Dr.,Narinder Singh Randhawa,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
707,1969,Padma Shri,Dr.,Nautam Bhagwanlal Bhatt,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2494,2000,Padma Bhushan,Prof.,Pavagada Venkata Indiresan,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2394,1998,Padma Shri,Shri,Pradhan Shambu Saran,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3260,2008,Padma Vibhushan,Dr.,Rajendra Kumar Pachauri,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2363,1998,Padma Bhushan,Dr.,Rajendra Singh Paroda,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2901,2004,Padma Shri,Prof.,Rajpal Singh Sirohi,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2192,1991,Padma Shri,Shri,Rakesh,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2767,2003,Padma Bhushan,Prof.,Ram Badan Singh,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
137,1957,Padma Shri,Shri,Ram Parkash Gehlote,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
4070,2014,Padma Shri,Prof.,Ramaswamy R. Iyer,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
4264,2016,Padma Shri,Dr.,Satish,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
4264,2017,Padma Shri,Dr.,Satish,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2928,2004,Padma Shri,Shri,Satish Kumar Kaura,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3412,2009,Padma Bhushan,Shri,Satyam (Sam) Pitroda,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
844,1970,Padma Shri,Shri,Shantilal B. Pandya,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3282,2008,Padma Bhushan,Prof. (Dr.),Sukh,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3701,2011,Padma Shri,Dr.,Suman,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3996,2014,Padma Bhushan,Dr.,Thirumalachari,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
981,1971,Padma Shri,Shri,Tiruvadi Venkataraman Ramamurti,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2232,1992,Padma Bhushan,Dr.,Triloki Nath Khoshoo,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2965,2005,Padma Bhushan,Prof.,Valangiman Subramanian Ramamurthy,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2488,2000,Padma Bhushan,Dr.,Vasudev Kalkunte Aatre,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3888,2013,Padma Bhushan,Dr.,Vijay Kumar Saraswat,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
2279,1992,Padma Shri,Dr.,Vinod Prakash Sharma,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3997,2014,Padma Bhushan,Dr.,Vinod Prakash Sharma,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
3835,2012,Padma Shri,Prof.,Virander Singh Chauhan,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
1759,1985,Padma Bhushan,Prof.,Virender Lal Chopra,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
749,1969,Padma Shri,Shri,Yogeshwar,Male,Delhi,Delhi,delhi,india,Science and Engineering,science-engineering
987,1971,Padma Shri,Smt.,Adya Jha,Female,Delhi,Delhi,delhi,india,Social Work,social-work
633,1968,Padma Shri,Shri,Amar Nath Gupta,Male,Delhi,Delhi,delhi,india,Social Work,social-work
934,1971,Padma Shri,Shri,Anand Raj Surana,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2177,1991,Padma Shri,Shri,Bimal Prashad Jain,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2109,1991,Padma Bhushan,Dr.,Bindeshwar Pathak,Male,Delhi,Delhi,delhi,india,Social Work,social-work
367,1963,Padma Shri,Shri,Brij Krishan Chandiwala,Male,Delhi,Delhi,delhi,india,Social Work,social-work
1471,1977,Padma Bhushan,Shri,Chackachanveedu Krishnan Nair,Male,Delhi,Delhi,delhi,india,Social Work,social-work
3616,2010,Padma Shri,Shri,Deep Chandra Joshi,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2179,1991,Padma Shri,Shri,Dhera Ram Shah,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2433,1999,Padma Bhushan,Shri,Hari Dev Shourie,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2667,2002,Padma Bhushan,Major,Hari Pal Singh Ahluwalia,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2022,1990,Padma Bhushan,Shri,Inder,Male,Delhi,Delhi,delhi,india,Social Work,social-work
1345,1975,Padma Shri,Kum.,Ivy,Female,Delhi,Delhi,delhi,india,Social Work,social-work
4082,2014,Padma Shri,Shri,Jawahar Lal Kaul,Male,Delhi,Delhi,delhi,india,Social Work,social-work
822,1970,Padma Shri,Shri,Jiwan Ram Jairamdas,Male,Delhi,Delhi,delhi,india,Social Work,social-work
726,1969,Padma Shri,Shri,Kalyan Singh Gupta,Male,Delhi,Delhi,delhi,india,Social Work,social-work
157,1958,Padma Bhushan,Smt.,Kamalendumati,Female,Delhi,Delhi,delhi,india,Social Work,social-work
2704,2002,Padma Shri,Dr. (Mrs.),Kiran,Female,Delhi,Delhi,delhi,india,Social Work,social-work
2820,2003,Padma Shri,Shri,Kishorebhai Ratilal Zaveri,Male,Delhi,Delhi,delhi,india,Social Work,social-work
472,1965,Padma Shri,Smt.,Lakshmi,Female,Delhi,Delhi,delhi,india,Social Work,social-work
3363,2008,Padma Shri,Shri,Madan Mohan Sabharwal,Male,Delhi,Delhi,delhi,india,Social Work,social-work
1040,1972,Padma Bhushan,Shri,Maheshwar,Male,Delhi,Delhi,delhi,india,Social Work,social-work
892,1971,Padma Bhushan,Shri,Mangtu Ram Jaipuria,Male,Delhi,Delhi,delhi,india,Social Work,social-work
3974,2013,Padma Shri,Smt.,Manju Bharat Ram,Female,Delhi,Delhi,delhi,india,Social Work,social-work
2421,1999,Padma Vibhushan,Shri,Nana,Male,Delhi,Delhi,delhi,india,Social Work,social-work
3033,2006,Padma Vibhushan,Dr.(Ms.),Nirmala,Female,Delhi,Delhi,delhi,india,Social Work,social-work
1743,1984,Padma Shri,Smt.,Omem Moyong Deori,Female,Delhi,Delhi,delhi,india,Social Work,social-work
3121,2006,Padma Shri,Shri,Prithipal Singh Bedi,Male,Delhi,Delhi,delhi,india,Social Work,social-work
548,1967,Padma Bhushan,Smt.,Pupul,Female,Delhi,Delhi,delhi,india,Social Work,social-work
3875,2012,Padma Shri,Smt.,Reeta,Female,Delhi,Delhi,delhi,india,Social Work,social-work
1851,1986,Padma Shri,Shri,Sanjit (Bunker) Roy,Male,Delhi,Delhi,delhi,india,Social Work,social-work
989,1971,Padma Shri,Smt.,Savitabehen,Female,Delhi,Delhi,delhi,india,Social Work,social-work
1593,1982,Padma Shri,Shri,Shiv Dutt Upadhyaya,Male,Delhi,Delhi,delhi,india,Social Work,social-work
773,1970,Padma Bhushan,Kum.,Surrendar,Female,Delhi,Delhi,delhi,india,Social Work,social-work
1141,1972,Padma Shri,Smt.,Surrinder Bansidhar Gupta,Female,Delhi,Delhi,delhi,india,Social Work,social-work
3243,2007,Padma Shri,Shri,Sushil,Male,Delhi,Delhi,delhi,india,Social Work,social-work
1369,1975,Padma Shri,Shri,Syed Husain Ali Jafri,Male,Delhi,Delhi,delhi,india,Social Work,social-work
3818,2012,Padma Shri,Dr. (Mrs.),Uma,Female,Delhi,Delhi,delhi,india,Social Work,social-work
3150,2007,Padma Bhushan,Dr. (Smt.),V. Mohini Giri,Female,Delhi,Delhi,delhi,india,Social Work,social-work
4212,2015,Padma Shri,Shri,Veerendra Raj Mehta,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2345,1992,Padma Shri,Smt.,Vidyaben,Female,Delhi,Delhi,delhi,india,Social Work,social-work
3369,2008,Padma Shri,Shri,Vikramjit Singh Sahney,Male,Delhi,Delhi,delhi,india,Social Work,social-work
1467,1977,Padma Bhushan,Dr.,Yudhvir,Male,Delhi,Delhi,delhi,india,Social Work,social-work
2295,1992,Padma Shri,Shri,Ajit Pal Singh,Male,Delhi,Delhi,delhi,india,Sports,sports
2623,2001,Padma Shri,Ms.,Bhuvneshwari Kumari,Female,Delhi,Delhi,delhi,india,Sports,sports
811,1970,Padma Shri,Shri,Bishen Singh Bedi,Male,Delhi,Delhi,delhi,india,Sports,sports
937,1971,Padma Shri,Shri,Chandgi Ram,Male,Delhi,Delhi,delhi,india,Sports,sports
3007,2005,Padma Shri,Shri,Gurbachan Singh Randhawa,Male,Delhi,Delhi,delhi,india,Sports,sports
1651,1983,Padma Shri,Shri,Guru Hanuman,Male,Delhi,Delhi,delhi,india,Sports,sports
1425,1976,Padma Shri,Shri,Hari Kant Dang,Male,Delhi,Delhi,delhi,india,Sports,sports
461,1965,Padma Shri,Shri,Harish Chander Singh Rawat,Male,Delhi,Delhi,delhi,india,Sports,sports
2308,1992,Padma Shri,Shri,Hukam Singh,Male,Delhi,Delhi,delhi,india,Sports,sports
2733,2002,Padma Shri,Shri,Jaspal,Male,Delhi,Delhi,delhi,india,Sports,sports
1270,1974,Padma Shri,Lt. Comdr.,Joginder,Male,Delhi,Delhi,delhi,india,Sports,sports
2122,1991,Padma Bhushan,Shri,Kapil Dev Nikhanj,Male,Delhi,Delhi,delhi,india,Sports,sports
2124,1991,Padma Bhushan,Shri,Lala,Male,Delhi,Delhi,delhi,india,Sports,sports
3130,2006,Padma Shri,Smt.,Madhumita,Female,Delhi,Delhi,delhi,india,Sports,sports
426,1965,Padma Bhushan,Lt. Cmdr.,Mohan Singh Kohli,Male,Delhi,Delhi,delhi,india,Sports,sports
559,1967,Padma Shri,Nawab,Mohd. Mansur Ali Khan Pataudi,Male,Delhi,Delhi,delhi,india,Sports,sports
2991,2005,Padma Shri,Ms.,Rachel,Female,Delhi,Delhi,delhi,india,Sports,sports
1616,1983,Padma Bhushan,Shri,Raja Bhalendra Singh,Male,Delhi,Delhi,delhi,india,Sports,sports
2988,2005,Padma Shri,Lt. Col.,Rajyavardhan Singh Rathore,Male,Delhi,Delhi,delhi,india,Sports,sports
3832,2012,Padma Shri,Prof.,Ravi,Male,Delhi,Delhi,delhi,india,Sports,sports
2545,2000,Padma Shri,Smt.,Santosh,Female,Delhi,Delhi,delhi,india,Sports,sports
1666,1983,Padma Shri,Shri,Sat Pal Singh,Male,Delhi,Delhi,delhi,india,Sports,sports
4135,2015,Padma Bhushan,Shri,Satpal,Male,Delhi,Delhi,delhi,india,Sports,sports
2284,1992,Padma Shri,Hon. Capt.,Shriram,Male,Delhi,Delhi,delhi,india,Sports,sports
3753,2011,Padma Shri,Shri,Sushil,Male,Delhi,Delhi,delhi,india,Sports,sports
1854,1986,Padma Shri,Shri,Swarup Krishan Reu,Male,Delhi,Delhi,delhi,india,Sports,sports
3634,2010,Padma Shri,Shri,Virender,Male,Delhi,Delhi,delhi,india,Sports,sports
3662,2011,Padma Bhushan,Shri,Ajai Chowdhry,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3311,2008,Padma Shri,Dr.,Amit Mitra,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3663,2011,Padma Bhushan,Shri,Analjit Singh,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
1008,1972,Padma Bhushan,Dr.,Bharat Ram,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
2951,2005,Padma Bhushan,Dr.,Brijmohan Lall Munjal,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
941,1971,Padma Shri,Shri,Debi Sahai Jindal,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3617,2010,Padma Shri,Shri,Deepak Puri,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
500,1966,Padma Shri,Shri,Ebrahim Alkazi,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
820,1970,Padma Shri,Shri,Govind Ram Hada,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
946,1971,Padma Shri,Shri,Hari Dev Shourie,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
2772,2003,Padma Bhushan,Shri,Hari Shankar Singhania,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
947,1971,Padma Shri,Shri,Harnam Dass Wahi,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
2141,1991,Padma Shri,Dr.,Hosagrahar Chandrashekhariah Visvesvaraya,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
4243,2016,Padma Bhushan,Smt.,Indu,Female,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
4243,2017,Padma Bhushan,Smt.,Indu,Female,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3548,2010,Padma Bhushan,Shri,Kushal Pal Singh,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
4256,2016,Padma Shri,Dr.,Mahesh,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
4256,2017,Padma Shri,Dr.,Mahesh,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
2585,2001,Padma Bhushan,Shri,Mohan Singh Oberoi,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3266,2008,Padma Vibhushan,Shri,P.R.S.,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3825,2012,Padma Shri,Ms.,Priya,Female,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
735,1969,Padma Shri,Shri,Ram Lal Rajgarhia,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
4314,2016,Padma Shri,Shri,Saurabh,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
4314,2017,Padma Shri,Shri,Saurabh,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3133,2006,Padma Shri,Smt.,Shahnaz,Female,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3177,2007,Padma Bhushan,Shri,Sunil Bharti Mittal,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3302,2008,Padma Bhushan,Shri,Suresh Kumar Neotia,Male,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3981,2013,Padma Shri,Smt.,Vandana,Female,Delhi,Delhi,delhi,india,Trade and Industry,trade-industry
3636,2010,Padma Shri,Smt.,Arundhati Nag,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
3970,2013,Padma Shri,Smt.,B. Jayashree,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
1544,1981,Padma Shri,Shri,Babukudi V. Karanth,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
2108,1991,Padma Bhushan,Dr.,Basavaraj Rajguru,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
1352,1975,Padma Shri,Shri,Basavaraj Rajguru,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
751,1969,Padma Shri,Smt.,Byrappa Saroja Devi,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
2257,1992,Padma Bhushan,Smt.,Byrappa Saroja Devi Sri Harsha,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
1948,1988,Padma Shri,Smt.,Chindodi Leela,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
175,1958,Padma Shri,Smt.,Devika Rani,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
909,1971,Padma Bhushan,Smt.,Gangubai Hanagal,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
2660,2002,Padma Vibhushan,Dr.(Smt.),Gangubai Hangal,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
2246,1992,Padma Bhushan,Shri,Girish Karnad,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
3687,2011,Padma Shri,Dr.,Girish Kasaravalli,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
1279,1974,Padma Shri,Shri,Girish Raghunath Karnad,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
1062,1972,Padma Shri,Dr.,Gubbi Hampanna Veeranna,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
2914,2004,Padma Shri,Shri,Kadri,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
2233,1992,Padma Bhushan,Dr.(Smt.),Kadur,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
186,1959,Padma Bhushan,Shri,Kankanhalli,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
3023,2005,Padma Shri,Smt.,Kavita Krishnamurti Subramaniam,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
2568,2001,Padma Bhushan,Dr.,Lakshminarayana,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
4278,2016,Padma Shri,Prof.,M.,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
4278,2017,Padma Shri,Prof.,M.,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
830,1970,Padma Shri,Shri,Mallikarjun,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
1397,1976,Padma Bhushan,Shri,Mallikarjun B. Mansoor,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
2218,1992,Padma Vibhushan,Dr.,Mallikarjun Bheemaryappa Mansoor,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
3526,2010,Padma Bhushan,Dr.,Pandit Puttaraj Kavi Gavaigalavaru,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
2973,2005,Padma Bhushan,Shri,Probodh Chandra Manna Dey,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
3874,2012,Padma Shri,Smt.,R.,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
3853,2012,Padma Shri,Shri,Ramachandra Subraya Hegde Chittani,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
1438,1976,Padma Shri,Shri,Rattehalli Nagendra Rao,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
3659,2011,Padma Bhushan,Dr.,Rudrapatna Krishna Sastry Srikantan,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
990,1971,Padma Shri,Smt.,Shantha,Female,Karnataka,Karnataka,karnataka,india,Arts,arts
1604,1983,Padma Bhushan,Dr.,Singanellur Puttaswamaiah Muthuraj Rajkumar,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
1605,1983,Padma Bhushan,Dr.,V. Doreswamy Iyengar,Male,Karnataka,Karnataka,karnataka,india,Arts,arts
269,1961,Padma Shri,Shri,Agaram Krishnamachar,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1193,1973,Padma Shri,Shri,Chinnaswamy Rajan Subramanian,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1022,1972,Padma Bhushan,Lt.Gen.,Gopal G. Bewoor,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1086,1972,Padma Shri,Shri,Hari Prasad Jaiswal,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1198,1973,Padma Shri,Shri,Harishchandra Kasinath Garve,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
73,1955,Padma Shri,Shri,Humayun Mirza,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
17,1954,Padma Bhushan,Lt. Gen.,K.S.,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1286,1974,Padma Shri,Shri,Kalluri Gopal Rao,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
51,1955,Bharat Ratna,Dr.,M.,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1536,1981,Padma Shri,Dr.,Madhav Dhananjaya Gadgil,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
205,1959,Padma Shri,Shri,Mathew Kandathil Mathulla,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1042,1972,Padma Bhushan,Shri,Mohd.,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
3069,2006,Padma Bhushan,Shri,Puthenveetil Sankar Nair Appu,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
1160,1973,Padma Bhushan,Shri,Ramakant Maheshwar Muzumdar,Male,Karnataka,Karnataka,karnataka,india,Civil Service,civil-service
